position_0based	gene
1574	NORAD
1575	VPS13C
1576	SPART
1577	CEP350
1578	TTC3
1579	KIAA1586
1580	CUL4B
1581	CAND1
1582	ERCC5
1583	FEM1B
1584	RAD23B
1585	FBXO30
1586	FBXL3
1587	FBXL20
1588	WDR48
1589	FBXO11
1590	DCUN1D1
1591	INO80D
1592	DCAF5
1593	DCAF8
1594	DCAF7
1595	CCNF
1596	TULP4
1597	VHL
1598	NUB1
1599	COMMD7
1600	NR1H2
1601	SCARB1
1602	LDLRAP1
1603	ALAS1
1604	SOAT1
1605	KDM3A
1606	NR1D2
1607	TOP1
1608	NR2C2
1609	LSR
1610	KDM1B
1611	ACOX1
1612	KDM4A
1613	MED8
1614	THRAP3
1615	RXRB
1616	MED26
1617	NRBF2
1618	NRBP1
1619	SATB2
1620	STAM
1621	COPS8
1622	SH3KBP1
1623	DAB2
1624	EPN2
1625	VAMP4
1626	VAMP7
1627	BRCC3
1628	FCHO2
1629	UBQLN2
1630	PEAK1
1631	NECAP1
1632	MYSM1
1633	ARFGAP1
1634	SPRY1
1635	GAK
1636	CTTN
1637	TOR1A
1638	WDR6
1639	ARF6
1640	SPHK1
1641	PFDN2
1642	FANCM
1643	IGF1R
1644	PDCL
1645	TBCA
1646	PFDN4
1647	ARFGEF2
1648	PFDN1
1649	KIFC3
1650	PGGT1B
1651	ORMDL3
1652	USP11
1653	POU2F1
1654	NEU1
1655	FBXL5
1656	ADAR
1657	FLNB
1658	B4GALT5
1659	NEDD4
1660	RNF185
1661	EDEM1
1662	RNF139
1663	TRIM13
1664	UGGT2
1665	EDEM3
1666	ABCD4
1667	TEAD1
1668	MAN1B1
1669	SLC35A3
1670	TUSC3
1671	ABCB10
1672	ABCC10
1673	SYVN1
1674	RHAG
1675	SLC16A1
1676	SLC40A1
1677	SLC35A2
1678	HEPH
1679	ABCD3
1680	LAMTOR2
1681	WDR45B
1682	FNIP2
1683	CNOT6L
1684	RRM2B
1685	GABARAPL2
1686	PPM1A
1687	CAB39L
1688	LAMP2
1689	FNIP1
1690	FLCN
1691	SZT2
1692	RGL2
1693	ATG101
1694	WIPI2
1695	OTUD3
1696	RRAGD
1697	ATG4D
1698	ATG7
1699	RRAGA
1700	SLC35D2
1701	GSTM3
1702	FDX2
