condition,source_coverage,n_true_cells,n_pred_cells,mean_pcc,mean_spearman,pcc_delta,spearman_delta,topk_de_overlap,auprc,pra_all_genes,pra_top100_true_de,true_range_mean,pred_range_mean,range_width_ratio
KANSL1,3,41,123,0.9447153930368221,0.7711741340025395,0.17149120280080804,0.17551732681105406,0.24,0.1813285116758002,0.7775815944583558,0.7926254332794277,0.4319987568942061,0.5186898133635236,1.2006742914859931
KARS,2,45,65,0.9402142223946105,0.7661039721336116,0.3193298691183992,0.22072423564283003,0.24,0.1719942375181832,0.8095687199787466,0.8170758494922647,0.4694902786198195,0.5369983318028416,1.1437900736594113
KAT8,3,254,177,0.9403685559866247,0.784016352072102,-0.03589985935060231,0.028406092420461982,0.18,0.15756238397572359,0.8731548325175041,0.7797116941223162,0.4158960009158228,0.5162459234633708,1.2412860665015102
KIF20A,1,95,35,0.9227690584821858,0.7671348033140639,0.04803854871561285,0.119240464142741,0.17,0.12420437263936664,0.8547268893364405,0.7166563780705247,0.42808569758810416,0.4838761869080027,1.1303254893377077
KPNB1,2,214,226,0.8842234919801766,0.6680803973277972,0.45503506513895736,0.331724326315558,0.36,0.2549286263912093,0.7846824094060135,0.6240971970813046,0.48291617597882297,0.46019972935496767,0.9529598359230571
KRI1,3,51,271,0.9341473969925727,0.7823249227158785,0.17129247528601296,0.013141195354968549,0.33,0.21985640607153747,0.9003134122315074,0.8142299885697629,0.44132005491767407,0.5707809794205185,1.2933492600817837
KRR1,2,398,118,0.938035612446503,0.8019519485811515,0.31064333754929563,0.10336114959654974,0.39,0.29377045680499164,0.9082750725430532,0.814214196179002,0.4844700656757915,0.5648197073925082,1.1658505566203161
LAS1L,3,75,269,0.9442925656471506,0.7879597934848981,0.06354540076101481,0.024384712870556113,0.22,0.1390677719467251,0.9182357882790594,0.8638130684338556,0.40986845383247233,0.527447089147454,1.2868691682584297
LETM1,3,110,372,0.9414151902771526,0.7944100188955404,0.2607072936731805,0.16318395739928482,0.18,0.1467598357476168,0.9027706785391333,0.8214557388475301,0.4543887559986877,0.5349434791146146,1.1772814804056126
LSG1,3,106,304,0.943261265435434,0.7927509517473367,0.20305217837827924,0.1200496021516206,0.26,0.18483381510938185,0.9153157945653599,0.8361978149615119,0.4202118018688745,0.5249977694490928,1.249364617130078
LSM3,3,64,193,0.9449032721436156,0.7829444689426663,0.25159260538862915,0.18564430743017177,0.18,0.10688256584220127,0.8996596142146142,0.8307823178811886,0.4301120722564138,0.5255151024866219,1.2218096727943881
LSM4,3,68,144,0.9300301671040322,0.7364004403588637,0.4371499269369128,0.3459969331983022,0.28,0.21283588010230764,0.8707133728963455,0.7670994274697531,0.43236542669167144,0.502169031402661,1.161445825191545
LSM5,3,139,219,0.9366321467364285,0.7638548591196622,0.308092821893044,0.23011134471488146,0.22,0.16369238682112242,0.8844288145175428,0.7793896856654235,0.4484414575545913,0.5051664183987639,1.1264935447506694
LSM6,3,423,149,0.9480724626633574,0.7795687854268528,0.5362663307097515,0.4333118351244242,0.35,0.29158993629252494,0.8872766784953734,0.7972363024629523,0.46063300071857644,0.5150923990691194,1.1182272809010967
LSM7,3,126,173,0.9486453142715632,0.7864673615487238,0.39443863332495005,0.3023862278432217,0.23,0.17811049340170615,0.8853945302852557,0.8364386611071382,0.4366928584215749,0.5050593118963492,1.156554980441711
MAD2L1,3,103,232,0.9284641648056939,0.7502574009017493,0.2646938242267304,0.19656255706215503,0.19,0.1222203757289683,0.8580700219243014,0.8160388693415487,0.4526990859927098,0.5152685452190391,1.1382142128848804
MAK16,2,183,88,0.9399886234381954,0.7827507107620727,0.2613961260322962,0.16735823498486874,0.29,0.22379109094741262,0.8909673437677895,0.8278666151173453,0.44112586514948743,0.5359567319009639,1.2149745959004117
MARS,3,81,147,0.950586684218132,0.7848475956073524,0.4837573371390854,0.38037211056099274,0.34,0.2638916587645116,0.868959477398627,0.8321276860720397,0.45503396600004736,0.5336925898076242,1.1728631661728237
MAX,3,161,201,0.9226506785054801,0.7545313312444808,0.33279965426558383,0.2788983992102692,0.38,0.3019080172380085,0.8202306851588382,0.7367315547278476,0.5189585808380052,0.5701436336398978,1.0986303025049453
MCM2,3,114,192,0.9447333859112079,0.7908521457488348,0.3034445164270939,0.19042836964127138,0.24,0.15382686066125997,0.9073355636066186,0.804888804947175,0.4234790963351922,0.49329146792609824,1.1648543234991342
MCM3,3,104,595,0.9405475916508794,0.7870258011730762,0.25966893472411284,0.15953339445610293,0.17,0.15350929635144311,0.9051999296131329,0.8041386942761628,0.42401771513514025,0.4988229391967483,1.1764200164928638
MCM3AP,3,100,151,0.9213760533085122,0.7466953613342199,0.2158119223901929,0.18240941190015117,0.26,0.1667329308481051,0.869883481877643,0.7380249866145526,0.45077720734608645,0.5053605965043024,1.121087262305693
MCM4,3,69,94,0.9320290393190587,0.7531760397756853,0.19424969835423986,0.10499811283334506,0.25,0.14216227202108006,0.8594163528479035,0.7297193398368603,0.4556159172589426,0.5034444804407816,1.1049755952773275
MCM6,3,84,567,0.9436101116552688,0.7915283459801825,0.21711535703813034,0.11605823396420234,0.23,0.16372036376339547,0.9058451066178526,0.8051534828499282,0.4162962849756485,0.4992520207152447,1.1992708720706937
MED10,1,454,41,0.9161789832493351,0.733284049126191,0.449017797493797,0.33907186121722777,0.41,0.3001179362365448,0.7976004256144575,0.7474024290780333,0.5402181181069774,0.5998044981307802,1.1103005747559864
MED11,3,227,211,0.9363109849302301,0.7675595443724255,0.4935550792455014,0.3227172759987817,0.39,0.315882025647347,0.8430286751799865,0.8157437925701859,0.5365484651115886,0.5907124539832795,1.1009489009551767
MED17,2,143,63,0.9315391899374297,0.7384891515903232,0.5526407081376646,0.3960648101699361,0.4,0.3665841763947134,0.7541962399200516,0.7957460190227343,0.5838770470321889,0.5789253835746384,0.9915193217511926
MED19,3,526,562,0.9370468891935678,0.7925636238080176,0.5263090493706365,0.3888888753653576,0.4,0.3381018297870341,0.8432585084703442,0.8133832328250824,0.5662095802402688,0.5963113297710557,1.053163598868068
MED22,2,279,86,0.9246142505741416,0.7693633974019388,0.5483287982468966,0.3956240695074596,0.37,0.3390203479878403,0.8522266761692722,0.8277022456960933,0.5699082615952007,0.6273887106228557,1.1008591064431552
MED26,2,99,113,0.9429363469545794,0.795137209634212,0.15195246743743768,0.11316607161702555,0.26,0.16514981753076255,0.8965471654731774,0.8259373791632549,0.45373665882021125,0.5607939035056029,1.2359457413123736
MED28,1,66,34,0.9202099927733407,0.737002761308361,0.3368764365219153,0.2518426158417318,0.37,0.26433929984851223,0.7536379835464985,0.7854797347351617,0.5392245747357927,0.5543985808379325,1.0281404011087043
MED29,3,86,103,0.9364786464411438,0.7663677187260924,0.47766164792524196,0.37267048871349084,0.34,0.30976837259920165,0.8127116673167571,0.7832965794058707,0.5325334325926223,0.5538687184773082,1.0400637296707897
MED30,2,283,128,0.9321026583624545,0.7673604424505414,0.617289895164781,0.4670459222917476,0.47,0.39837462784307026,0.7896403327001236,0.8458468986085635,0.6142413128282973,0.6506244668528116,1.0592326544508381
MED4,3,56,383,0.9332496996489943,0.7485304198336543,0.5753823771352293,0.3907337392420648,0.45,0.41280183144441956,0.7914761446380914,0.837277406152192,0.5791023711013765,0.6290191978145044,1.0861968769981443
METAP2,2,131,97,0.9477810640577686,0.7975219594771367,0.13685515802511114,0.10589718533407015,0.18,0.1297576497685022,0.8766219745486972,0.7960439568471338,0.4513233621984827,0.5282444519188638,1.1704345142722918
MICOS10,2,83,189,0.9531690024784584,0.814600694508468,0.1501158546865118,0.14522979741528386,0.16,0.10840804498154125,0.892802379307026,0.8126990427916937,0.427871524600361,0.4952095159198335,1.1573789697937427
MIOS,3,160,322,0.9431678984050603,0.7982377433098646,0.25293961561106876,0.2346500725979868,0.18,0.1716375213907476,0.9137447772450946,0.8221901976810316,0.4365568998169714,0.5375849958251373,1.2314201968547982
MNAT1,3,79,284,0.9409812788816603,0.7842505643134072,0.2789785278413184,0.19852316404809517,0.27,0.18169489157864976,0.8866273934061022,0.8298933291891325,0.480506605371335,0.5543597783564385,1.1536985353011837
MPHOSPH10,3,38,243,0.929602935799911,0.7682719144679759,0.28769748213723545,0.11677910431801988,0.38,0.2637998612312658,0.8907532103794358,0.8133374140047924,0.4658128804902865,0.5740123484754904,1.2322809441175397
MRGBP,3,68,309,0.946685191136094,0.8004010881112884,0.16056223126582198,0.14052897873424294,0.23,0.17319154569120726,0.8998734060066732,0.8028887999556094,0.4333608065831847,0.5274588027262175,1.2171354274365282
MRPL13,1,72,50,0.932111247244168,0.772697575733335,0.07516087625062522,0.0826340121154545,0.17,0.11254989561106689,0.85089505282131,0.678736965704733,0.4241218544102689,0.4686430792250895,1.104972694290888
MRPL14,2,188,119,0.9560132139599191,0.8129814441878584,0.16550826324089857,0.1524217857488923,0.16,0.13023368326139106,0.895969966291322,0.7798179834259972,0.43207965550859756,0.4953157957527689,1.1463529420430758
MRPL17,2,96,96,0.9527943918327607,0.7965905348060918,0.15389406808286693,0.13659816167073885,0.2,0.13253654506963666,0.8832274400176403,0.7688634339587443,0.43002782668473827,0.5007224799909569,1.1643955048380885
MRPL18,2,128,97,0.9550230244606479,0.8029256441995664,0.25664441011303735,0.23146821299891462,0.21,0.16889861551930252,0.8738699573004794,0.7836918744666675,0.440694575705221,0.4961301817245302,1.1257914161359583
MRPL3,2,146,197,0.9545302075834201,0.8147481831196476,0.1682731506223863,0.1431914535766488,0.19,0.14851540514940348,0.8965116545866351,0.7777352700441935,0.43886188555593314,0.508430564716494,1.1585206413795255
MRPL36,3,160,3057,0.9386732665688863,0.7941960216116001,0.15400397668660717,0.15727545022458106,0.2,0.14877934330624165,0.9000002084788906,0.7716204418123921,0.4449241421200992,0.517434481163298,1.1629723374145489
MRPL37,2,100,103,0.9517891302546801,0.8010424754880332,0.13616439383562134,0.13778684306417333,0.21,0.16503616703823892,0.8972238420560712,0.7766443748478974,0.4309291267603068,0.5089857588519913,1.1811356332934653
MRPL38,3,132,428,0.9327116877018845,0.7891087652838046,0.16143212147705863,0.1765869474671691,0.17,0.1307560410043035,0.8886282207561212,0.7845071652381553,0.44291661609328736,0.5084555605430876,1.14797126725154
MRPL41,2,66,189,0.9528387873395329,0.8064211107432613,0.2101989592404874,0.15484129696545154,0.21,0.13286957963403062,0.9008844925784243,0.8065051660079534,0.42051941334427756,0.5090106863964146,1.2104332359927392
MRPL43,2,90,68,0.9511620203128598,0.7892506207333103,0.19815020475592252,0.15148257959696723,0.2,0.1521139716355754,0.895615872957636,0.8274449291815185,0.4155911871212089,0.5144000087546848,1.2377548232925106
MRPL51,2,100,76,0.9512233194280147,0.7811906339535694,0.16176452429376953,0.12185907384592216,0.19,0.1270878217803964,0.846532870441496,0.8058356356491924,0.4325727511481839,0.4595624154393599,1.0623933282797025
MRPL54,1,112,48,0.9192410737964242,0.7084116714625269,0.2233043831528572,0.16077168261654207,0.21,0.14414296438754426,0.6887462455035367,0.6364528593144806,0.4477180174931991,0.382436066766343,0.8541895641496193
MRPS11,1,90,92,0.9369064426415736,0.7699328883699992,0.09737932538249539,0.07455436446884314,0.17,0.11516506309404834,0.8628439137109288,0.7255407456756245,0.4375438799783766,0.509971381940819,1.1655319469002796
MRPS14,2,82,56,0.9220979045445888,0.7443986940691643,0.19473176448235657,0.15458440145802838,0.24,0.18735484523228924,0.8510462614178027,0.7231772996808103,0.4582460171740886,0.533679042624972,1.1646124810204328
MRPS2,2,93,77,0.949637609543416,0.7993455475001945,0.04210001121056915,0.06450272279613327,0.19,0.12613541668674605,0.8605189361894265,0.7623880519261698,0.44156532890934647,0.49581284625433525,1.1228527299696542
MRPS21,2,126,255,0.9542510134022224,0.8162568949931123,0.18767511745177387,0.1584713044648567,0.2,0.13302630728882062,0.9038791758333244,0.7901069569477791,0.43811674608553364,0.5214933937090962,1.1903068907213512
MRPS22,1,142,68,0.9358982022886135,0.7780261470937462,0.09411051747220986,0.06879100671828066,0.18,0.10860772991651321,0.8495016106656832,0.71297918059059,0.44851028977677687,0.5003966902776096,1.1156860623416152
MRPS23,2,108,104,0.9541139653354185,0.8032542663913028,0.14851570513953805,0.11588492976986209,0.17,0.13899463492596337,0.8766616748210524,0.7698884454570971,0.4384995441725989,0.5001681453003805,1.140635470528912
MRPS35,2,182,130,0.9509016431356617,0.8089047550171982,0.14985297550964782,0.10853065184755636,0.21,0.1374046752240351,0.9041482506112272,0.7723546153486857,0.44030619775165136,0.5183518293649314,1.177253057620529
MRPS7,2,101,116,0.9536980761406557,0.8165407816981487,0.07935300118329205,0.08111366821350152,0.19,0.1172590050484786,0.88141024540337,0.7713884302607962,0.43442243348300313,0.495130752891231,1.1397448734957063
MRPS9,2,69,137,0.9499070847336928,0.8043108350839151,0.12079286002415705,0.12207706106989742,0.15,0.10783962394006545,0.8901590727984299,0.7955271042575633,0.4298305075313354,0.5042421290868792,1.1731184932678007
MTBP,2,183,362,0.9377317835147048,0.7887311967625694,0.19516822737927977,0.14284331280981621,0.23,0.1598677289428509,0.915394059232324,0.7904719455501359,0.4239111915773097,0.5055676262247819,1.1926262489494048
MYBBP1A,3,106,195,0.9430547604553541,0.7865680806645601,0.19514593518138482,0.09984902282824333,0.24,0.20795605372639878,0.8964103772609562,0.8325920313182331,0.43474732502308056,0.5241365309831351,1.205611831882325
MYBL2,2,81,1006,0.8950957730741556,0.7226817784710757,0.17755021859058365,0.1790189110293994,0.19,0.11811698826874341,0.8673189609270008,0.7758131372236393,0.43056697705382735,0.47316362749705165,1.0989315059537974
MZT1,2,381,52,0.9459519586722545,0.7862287368683913,0.08199177155736374,0.09862990506482108,0.17,0.10862529500517121,0.8508303913964179,0.771366890432897,0.44487743212581393,0.454982373367346,1.0227139663302467
NAA10,3,113,202,0.9381467766386785,0.7693092406100863,0.0923649421875016,0.04861927849147684,0.17,0.09055128972305093,0.8775426817178383,0.8252420102692817,0.4572773330704907,0.5495525442046028,1.2017926375151449
NAA20,3,158,227,0.9419527561875358,0.8009646378726623,0.21596245427963548,0.1436814391149764,0.19,0.15488984793955501,0.9041093446713043,0.847210943903104,0.4513543780052897,0.5298405795222535,1.1738903921236366
NACA,3,315,136,0.9459344414230181,0.7684189807056669,0.5408737407767187,0.41495958092897944,0.35,0.2937047028907406,0.8512452854234313,0.8038025718820612,0.5295930326287247,0.5360628278272533,1.0122165222685229
NAT10,1,28,32,0.911844365155309,0.7186838328607229,0.232440560851505,0.07540653523914602,0.34,0.22881350033408557,0.7987480913999374,0.7649008775286578,0.4467801356381406,0.544487279923833,1.2186917553064858
NCAPH,1,64,36,0.8481541137205206,0.5806999084615326,0.27717880713822574,0.1822896467110213,0.26,0.1586552805588851,0.7059283838789999,0.5068122611123664,0.44795711602624466,0.3972890758286797,0.8868908490260373
NCBP1,2,53,73,0.9209745590312292,0.7713265316098338,0.3855632011612968,0.26959153026278077,0.33,0.25289508559259094,0.7966586462009487,0.8013295667096965,0.5004953412681393,0.5879643770277073,1.174764911478082
NCBP2,3,765,101,0.9289324289442934,0.7995065935975904,0.42798101289223106,0.2961951709348415,0.38,0.3179872387034082,0.8363169108856386,0.819864101346529,0.5186535957267149,0.5930306154674448,1.1434040155500627
NDC80,1,171,94,0.8786851876342594,0.6774342805604053,0.42565245854787703,0.3298288858084451,0.33,0.2619794156132677,0.7649217769965824,0.6554990623677039,0.5031603443122921,0.46286178261112776,0.9199090879164288
NDUFA2,2,111,60,0.9224155305954848,0.7162234843918739,0.43626610445608344,0.3271746717549081,0.36,0.29284174574242755,0.7511509667434563,0.7074705411830974,0.49773240349920095,0.4450320587522375,0.8941191023175186
NDUFA8,1,85,47,0.9368301974406825,0.768390623403379,0.11692973820079193,0.0721646052691854,0.22,0.1596312409376834,0.8465847108055777,0.7131799798506704,0.4353729627137396,0.4837801803552449,1.1111856056194223
NDUFB4,2,147,154,0.9508693758463587,0.804576106993141,0.17041365618734305,0.11077417608310623,0.18,0.12412934752850151,0.9025797550175193,0.8237891183289276,0.435367191198831,0.513752222174961,1.180043468502653
NDUFB8,2,174,112,0.9525848534479414,0.8018192268531457,0.20127432345983046,0.12311559282883267,0.26,0.18357565495352393,0.8883830530793259,0.7825799100454983,0.44626945530182227,0.5113920671558608,1.1459266360740021
NELFA,3,82,229,0.9409620798654447,0.7957253768799047,0.27956921538516755,0.20568619611359765,0.34,0.22823662503871225,0.8665265475168993,0.8134452078026732,0.4580558420054456,0.5524837885380931,1.2061493944880872
NELFCD,3,174,275,0.9356072893027746,0.7909777537740301,0.2127884027280265,0.1283691261947822,0.34,0.23617724900634374,0.8977258635549502,0.7742700406278971,0.44916725234175225,0.545063331986384,1.213497460043445
NFRKB,3,223,383,0.9430867441943948,0.8046503009333188,0.23458278323016676,0.16670307830985753,0.27,0.2128684211595784,0.9015859930837731,0.8273183553750326,0.46469328217252853,0.5338142231142322,1.1487452737235573
NFS1,3,75,167,0.9313617084382846,0.7417765831152235,0.33392726136347173,0.22549163068608005,0.24,0.1842278285987318,0.8421169862085901,0.803385808184856,0.4495330279670782,0.48919809200314185,1.0882361265713434
NOC3L,3,73,294,0.9439066976142756,0.7894616845239475,0.15761549956481302,0.09236361255267575,0.23,0.14388778244515543,0.8929228533482956,0.8541770991416066,0.4250789934071336,0.5289085624895118,1.24425943942221
NOL11,3,219,221,0.928475211163623,0.7789763456584914,0.3082598728090981,0.08592330103730764,0.39,0.29148147634017435,0.9120425452330594,0.8030927703122245,0.48990855821561713,0.5971603393554688,1.2189220154497242
NOL12,3,83,212,0.9446513580431373,0.7885121577105574,0.0763635369690227,0.03566539246688025,0.23,0.14880802887970088,0.9110923696466665,0.8479030055359144,0.418128338550842,0.5336636490924261,1.276315396796244
NOL8,3,70,350,0.9419840420869202,0.7875264789933929,0.15519398015305583,0.06593134604584508,0.27,0.17091019207453256,0.9151712505426082,0.8080463795319547,0.4162528660272855,0.5312251889904815,1.2762078524489513
NRBP1,3,62,274,0.9268277508211791,0.7603711276380553,0.2312742320637472,0.16061280256832888,0.2,0.163190310100585,0.8500826282701117,0.7447981625263097,0.4769443926048022,0.5368330142947542,1.1255672807205075
NRDE2,2,495,97,0.926320407486213,0.726606073757957,0.36690790479388813,0.28650204163961523,0.26,0.20171963171484675,0.7861555403063277,0.6921554524171871,0.46466589337948333,0.4473954121082097,0.9628324541446521
NRF1,1,71,54,0.8751553484585085,0.6742657159831322,0.11183172716107043,0.13275386702718622,0.17,0.13182934383175524,0.7295770590893778,0.6077730952289919,0.4274171550662606,0.40866460686367284,0.9561258654652285
NSRP1,1,188,40,0.8995439171648711,0.6965623865909852,0.3805905046632895,0.3752522214600098,0.36,0.26592021316913383,0.7416370480217099,0.6441979665743885,0.48759774490924196,0.4715861919102635,0.9671623529071443
NUBP1,3,144,90,0.9292810567978494,0.7619167604454413,0.29854567702237367,0.21112477967690377,0.22,0.15472234460430942,0.8607448566353985,0.774764224109223,0.4432908623441522,0.48435066787610487,1.0926249514564232
NUF2,2,404,81,0.905092650227317,0.7091308834035968,0.49035745205181586,0.3981978929295969,0.4,0.3046610116891293,0.8533501659255608,0.7441574579004211,0.47813305628434843,0.5418721383397506,1.1333082285036864
NUMA1,1,203,30,0.9060921105546078,0.6739727539327705,0.3004881662965677,0.1903951862942155,0.27,0.17293259238466646,0.7301500132387916,0.7049951829956236,0.47544443337669107,0.4606363228226619,0.9688541516042143
NUP133,3,70,339,0.9308818160262793,0.7420661622705728,0.1602295659884378,0.14740768922741368,0.22,0.15223888018678766,0.8402382609145846,0.7232782135200518,0.4345205610689123,0.485418886899379,1.1171367231366236
NUP160,2,234,117,0.9095094168511074,0.6740728697587745,0.37045446923329506,0.24366234919315305,0.38,0.27514785722577395,0.8284906656239702,0.674340496763876,0.4613518604768668,0.49074213942935196,1.0637046706283135
NUP54,3,266,137,0.9162829119545398,0.7127999180021358,0.3494915293510366,0.2663392727660798,0.37,0.2593954059169498,0.8218336830341623,0.6873807730856498,0.45362729281142605,0.4732511716127965,1.0432598934846922
NUP85,3,107,245,0.9369452436898691,0.7583744684523819,0.2575922406726101,0.20634959304305098,0.32,0.22359374833459342,0.85924917049419,0.747249948960305,0.44949946737179186,0.48940888907858177,1.0887863361713763
NUTF2,2,44,135,0.9283024960704133,0.7240226419833813,0.35557445837192286,0.2510652732832631,0.3,0.23461237483237546,0.8280847402051149,0.7157977706674162,0.42849200104267693,0.47426791316285066,1.1068302347312948
OGFOD1,3,101,172,0.9273095945040271,0.7753197195780667,0.2973419166412456,0.27291492938947054,0.18,0.11470609493873322,0.8905767778448415,0.8349665161625933,0.44516426088346217,0.5455601931187305,1.2255255616899017
OPA1,2,53,99,0.9016365587753585,0.7217039774895112,0.20300675811592409,0.08951857497699862,0.17,0.14693534392096538,0.7951130690487648,0.7012071594415984,0.43898612877936394,0.4688264177636486,1.0679754469406664
ORC1,3,477,155,0.9345575340891408,0.7613143932283238,0.39164845798077064,0.23817062314378104,0.33,0.26997647969634386,0.8964337063412601,0.7473414466680398,0.44842557651402,0.49957790693405985,1.1140709227091363
OXA1L,1,305,49,0.9337023223748295,0.7618067773965943,0.1802355967917837,0.1760727354383075,0.22,0.13957118507342048,0.8527655850999689,0.7132554502264967,0.45561254804238227,0.5209646293257758,1.143437818229133
PABPN1,3,93,106,0.9269066889569879,0.7285346993229636,0.3427287219001356,0.24398806077172872,0.27,0.23155354667396133,0.8149917548289222,0.8106200998163889,0.4571556894006407,0.5260330327655365,1.150664934190251
PAF1,3,229,147,0.9270431395054244,0.7658150290189677,0.454393163162182,0.45598106090512386,0.35,0.2568504842927698,0.7704081149839674,0.800877397550205,0.5062681734953123,0.5602030606144653,1.1065342023802143
PAM16,3,43,196,0.9347968803522793,0.7674745293046576,0.538618149335165,0.37871597529875073,0.32,0.2946847994955449,0.8309422786874607,0.803822500068099,0.46113873273934436,0.527222225944865,1.1433049906259425
PAXBP1,3,114,332,0.939040295735085,0.7856411337135385,0.2884752079198429,0.23309921885321555,0.25,0.19358280748356746,0.8977355992249668,0.7826224993450919,0.45697813795074865,0.5322455576894394,1.1647068028880951
PCID2,3,208,294,0.9338478442423915,0.7843699885821318,0.08849664757938003,0.045045838126381896,0.1,0.0858246475335741,0.9113181452472585,0.8404985785226594,0.4409712090145859,0.5256627667775301,1.1920568602009893
PDAP1,3,38,133,0.9474972237762271,0.7732209455028075,0.236104449280449,0.14131940022255818,0.26,0.17616430122375001,0.8622411818382928,0.8153848217834613,0.4457461632521456,0.5141500541304631,1.1534592666926238
PDCD2,3,59,165,0.9384265769554928,0.7803002087736838,0.15376248461520728,-0.04247535810694986,0.21,0.16326810358542088,0.8998792100573701,0.8345039971426005,0.44987211770206914,0.5615315476010124,1.248202573627523
PDCD7,3,80,95,0.9398159788942276,0.7735517668926439,0.20157204186230016,0.17025159788630762,0.21,0.1722310197165098,0.8752997552612571,0.8423140442668183,0.4435539665282983,0.5076071618564943,1.14440899804245
PDRG1,3,111,108,0.9375464987262617,0.7569121839843432,0.32331512091530556,0.22469296974954556,0.27,0.22279217644259117,0.8565685395053194,0.7746486392865692,0.46096755161454683,0.535709016931939,1.1621403793698821
PELP1,3,60,307,0.9375174863957435,0.7643573377789072,0.2683702892452831,0.13800208699254732,0.29,0.18614106182577736,0.8951282089357306,0.8566221193799085,0.4588216560886093,0.5604265490693525,1.2214474391475683
PET117,3,80,352,0.9323823683785021,0.7864007190967803,0.14734858187195007,-0.006735141411487213,0.31,0.18443466806675698,0.9098015456058128,0.7848592490711412,0.434242259598335,0.5334989971078952,1.2285745411227944
PFDN2,3,77,133,0.9351028626840099,0.7499117964160815,0.4670592188205205,0.29539936371140707,0.41,0.2883532994434141,0.8832860339516049,0.8304485879822718,0.477087759317248,0.5827450262902744,1.2214629335902503
PGAM1,2,145,262,0.93948309713206,0.7865638532171763,0.15468623442345372,0.11171852345468765,0.23,0.1651927256957578,0.8936943996762983,0.7624757867596057,0.4490780793245979,0.5246609325909672,1.1683066822076402
PGD,2,98,107,0.9500356007824413,0.7952763837393632,0.26637252544206164,0.20247933346861352,0.27,0.18551912540444618,0.8637488908487343,0.7948994705426748,0.45708177750596773,0.5164281112197476,1.1298374280839292
PHAX,3,304,320,0.9496788787016933,0.8015350941409899,0.3822294574676296,0.32258533023234565,0.29,0.21118711577413096,0.9038452241385942,0.8207473964398561,0.46358072192303673,0.5310073870747642,1.1454474927636156
PHB2,3,292,133,0.9388894347679254,0.7741743134239201,0.5995942133273767,0.49538728216865774,0.42,0.3379017283788885,0.7618017229467815,0.7881125700610615,0.5394554354739434,0.51114358287438,0.9475176998636287
PMPCB,3,471,493,0.9423251908752058,0.8111336951932012,0.3970001389860149,0.36160174625793096,0.24,0.1830195594800004,0.9073424946811545,0.8323225939580264,0.47315681094041445,0.5524028077045887,1.1674835556775243
PNN,3,64,278,0.9320629819693512,0.7547109157211104,0.2434039567094911,0.1271927407290752,0.21,0.1784400152976116,0.8418295311267703,0.7516174340895755,0.46192103748949953,0.49924206153305173,1.080795223007024
PNO1,2,114,157,0.9349863790330709,0.7862094394061571,0.35439970816492067,0.13178589386953554,0.39,0.3151015150318309,0.8910297292433706,0.8206832692047504,0.4945179444095365,0.5716219590216662,1.1559175029432316
POLA1,2,195,110,0.9027801386691371,0.6652501451291121,0.47337730696537056,0.3096374942748546,0.36,0.3135949799529291,0.8273663630331293,0.6829724723901223,0.4465755482855517,0.46921049677955806,1.0506855739729783
