1784392629.098360979	1	5620	10
1784392629.098360979	3	5618	100
1784392639.191923952	1	5620	0
1784392639.191923952	3	5618	100
1784392649.538175564	1	5620	67
1784392649.538175564	3	5618	80
1784392659.641961630	1	5620	0
1784392659.641961630	3	5618	100
1784392669.873797625	1	5620	73
1784392669.873797625	3	5618	71
1784392679.971049239	1	5620	0
1784392679.971049239	3	5618	0
1784392690.184088156	1	5620	0
1784392690.184088156	3	5618	0
1784392700.272932623	1	5620	0
1784392700.272932623	3	5618	0
1784392712.430763681	1	5620	100
1784392712.430763681	3	5618	0
1784392722.842496213	1	5620	0
1784392722.842496213	3	5618	0
1784392732.932664052	1	5620	0
1784392732.932664052	3	5618	0
1784392743.221354630	1	5620	36
1784392743.221354630	3	5618	0
1784392753.316514443	1	5620	0
1784392753.316514443	3	5618	0
1784392763.677462860	1	5620	0
1784392763.677462860	3	5618	0
1784392773.782285722	1	5620	0
1784392773.782285722	3	5618	0
1784392784.067293938	1	5620	0
1784392784.067293938	3	5618	0
1784392794.168595901	1	5620	0
1784392794.168595901	3	5618	0
1784392804.526332971	1	5620	0
1784392804.526332971	3	5618	0
1784392814.607304362	1	5620	0
1784392814.607304362	3	5618	100
1784392824.883491316	1	5620	0
1784392824.883491316	3	5618	100
1784392834.969641098	1	5620	0
1784392834.969641098	3	5618	0
1784392845.050792658	1	5620	100
1784392845.050792658	3	5618	0
1784392855.156087648	1	5620	0
1784392855.156087648	3	5618	0
1784392865.449778033	1	5620	0
1784392865.449778033	3	5618	0
1784392875.552599322	1	5620	11
1784392875.552599322	3	5618	100
1784392885.719371966	1	5620	0
1784392885.719371966	3	5618	0
1784392895.810152879	1	5620	0
1784392895.810152879	3	5618	0
1784392906.005744303	1	5620	0
1784392906.005744303	3	5618	100
1784392916.103632088	1	5620	0
1784392916.103632088	3	5618	0
1784392926.342104549	1	5620	0
1784392926.342104549	3	5618	0
1784392936.445326062	1	5620	100
1784392936.445326062	3	5618	38
1784392946.667834234	1	5620	79
1784392946.667834234	3	5618	0
1784392956.775878096	1	5620	0
1784392956.775878096	3	5618	0
1784392967.072593606	1	5620	0
1784392967.072593606	3	5618	100
1784392977.158492640	1	5620	43
1784392977.158492640	3	5618	100
1784392987.586200971	1	5620	77
1784392987.586200971	3	5618	0
1784392997.683187382	1	5620	0
1784392997.683187382	3	5618	100
1784393007.838930488	1	5620	100
1784393007.838930488	3	5618	0
1784393017.930921906	1	5620	0
1784393017.930921906	3	5618	0
1784393028.230137425	1	5620	0
1784393028.230137425	3	5618	100
1784393038.312255664	1	5620	0
1784393038.312255664	3	5618	0
1784393048.596786801	1	5620	0
1784393048.596786801	3	5618	0
1784393058.706992429	1	5620	0
1784393058.706992429	3	5618	100
1784393068.946898973	1	5620	0
1784393068.946898973	3	5618	0
1784393079.030639436	1	5620	0
1784393079.030639436	3	5618	0
1784393089.122930497	1	5620	81
1784393089.122930497	3	5618	53
1784393099.212634330	1	5620	50
1784393099.212634330	3	5618	75
1784393109.300040994	1	5620	0
1784393109.300040994	3	5618	0
1784393119.391604838	1	5620	0
1784393119.391604838	3	5618	0
1784393129.474703883	1	5620	69
1784393129.474703883	3	5618	100
1784393139.950436454	1	5620	0
1784393139.950436454	3	5618	0
1784393150.035373140	1	5620	0
1784393150.035373140	3	5618	100
1784393160.128831002	1	5620	75
1784393160.128831002	3	5618	56
1784393170.222335524	1	5620	0
1784393170.222335524	3	5618	100
1784393180.306059537	1	5620	0
1784393180.306059537	3	5618	100
1784393190.388288876	1	5620	0
1784393190.388288876	3	5618	100
1784393200.482478074	1	5620	0
1784393200.482478074	3	5618	0
1784393210.568507446	1	5620	0
1784393210.568507446	3	5618	0
1784393220.673221188	1	5620	0
1784393220.673221188	3	5618	0
1784393230.758565290	1	5620	0
1784393230.758565290	3	5618	100
1784393240.851078769	1	5620	0
1784393240.851078769	3	5618	0
1784393250.937532028	1	5620	0
1784393250.937532028	3	5618	0
1784393261.023663560	1	5620	100
1784393261.023663560	3	5618	0
1784393271.110934188	1	5620	0
1784393271.110934188	3	5618	0
1784393281.434613667	1	5620	0
1784393281.434613667	3	5618	0
1784393291.533363193	1	5620	0
1784393291.533363193	3	5618	0
1784393301.637187717	1	5620	80
1784393301.637187717	3	5618	57
