model,condition,gene_set,top_k,n_true_cells,n_pred_cells,n_corr_pairs,csa_pearson,csa_spearman
TxPert_exphormer_mg_fixed2000,SNRNP200+ctrl,top_true_de,100,92,2000,4950,0.27113167705000185,0.2729940575374855
TxPert_exphormer_mg_fixed2000,NUDC+ctrl,top_true_de,100,106,2000,4950,0.19570611296160798,0.1839184728698798
TxPert_exphormer_mg_fixed2000,PCF11+ctrl,top_true_de,100,393,2000,4950,0.26923380901598043,0.3133124589504609
TxPert_exphormer_mg_fixed2000,PSMA3+ctrl,top_true_de,100,194,2000,4950,0.514555323464031,0.5138781912766851
TxPert_exphormer_mg_fixed2000,RPS26+ctrl,top_true_de,100,73,2000,4950,0.28127196612144884,0.27279020171977086
TxPert_exphormer_mg_fixed2000,GRPEL1+ctrl,top_true_de,100,96,2000,4950,0.3862649164944034,0.3870714221163046
TxPert_exphormer_mg_fixed2000,PHF5A+ctrl,top_true_de,100,197,2000,4950,0.19994899434486485,0.19567396773642876
TxPert_exphormer_mg_fixed2000,ZNHIT6+ctrl,top_true_de,100,116,2000,4950,0.33372156352354604,0.30852004932231597
TxPert_exphormer_mg_fixed2000,SRBD1+ctrl,top_true_de,100,143,2000,4950,0.15933223601952157,0.15721465822978323
TxPert_exphormer_mg_fixed2000,MFAP1+ctrl,top_true_de,100,164,2000,4950,0.20706521452557794,0.21217266225981615
TxPert_exphormer_mg_fixed2000,RPS19+ctrl,top_true_de,100,410,2000,4950,0.33812579641066015,0.3638135227089953
TxPert_exphormer_mg_fixed2000,ARGLU1+ctrl,top_true_de,100,367,2000,4950,0.26596971275950565,0.24207695846563534
TxPert_exphormer_mg_fixed2000,GTF2E2+ctrl,top_true_de,100,69,2000,4950,0.18641243900968063,0.17650898388821973
TxPert_exphormer_mg_fixed2000,DYNLRB1+ctrl,top_true_de,100,192,2000,4851,0.07919601055576436,0.07490697594759266
TxPert_exphormer_mg_fixed2000,TSR2+ctrl,top_true_de,100,486,2000,4950,0.32207188628945704,0.32603485759233014
TxPert_exphormer_mg_fixed2000,COG2+ctrl,top_true_de,100,332,2000,4851,0.20447729330136952,0.20651193064914328
TxPert_exphormer_mg_fixed2000,SFPQ+ctrl,top_true_de,100,185,2000,4950,0.06355683696075043,0.06325579241133854
TxPert_exphormer_mg_fixed2000,MRPL18+ctrl,top_true_de,100,128,2000,4950,0.16964977872528747,0.15470494207488175
TxPert_exphormer_mg_fixed2000,NAA15+ctrl,top_true_de,100,107,2000,4950,0.2618278066320363,0.23299894079944225
